,address,zipcode,city,state,latitude,longitude,usecode,bedrooms,amount,last-updated,rent,rentPerUnit,totalMonthlyIncome,downPayment,loanAmount,interestRate,pmiRate,loanTerm_years,paymentsPerYear,taxRate,insuranceRate,monthlyInterest,monthlyPrincipal,monthlyP&I,monthlyTaxes,monthlyInsurance,monthlyPMI,subTotalMonthlyPayment,vacancy,capitalExpenditures,maintenance,subtotalMonthlyReserves,totalMonthlyExpenses,rehabCost,closingCosts,initialInvestment,monthlyCashFlow,yearlyLoanPaydown,appreciationAmount,oneYearNWROI
528,2351 e iowa ave,80210,Denver,CO,39.687711,-104.95895300000001,SingleFamily,4.0,732008.0,01/08/2020,2995.0,998.3333333333334,3993.3333333333335,25620.280000000002,706387.72,0.0366,0.01,30,12,0.008,0.005,2154.4825459999997,969.5171456999999,3123.9996917,488.00533333333334,305.00333333333333,588.6564333333333,4505.6647917,100,100,100,300,4805.6647917,20000,14640.16,60260.44,-812.3314583666665,11634.2057484,43920.479999999996,0.9589493247643063
529,9231 e mansfield ave,80237,Denver,CO,39.646839,-104.882522,Condominium,4.0,305396.0,01/08/2020,2200.0,733.3333333333334,2933.3333333333335,10688.86,294707.14,0.0366,0.01,30,12,0.008,0.005,898.8567770000001,404.48554965000005,1303.3423266500001,203.59733333333335,127.24833333333333,245.58928333333336,1879.7772766500002,100,100,100,300,2179.77727665,20000,6107.92,36796.78,753.5560566833333,4853.826595800001,18323.76,1.1147785017058558
539,4146 n pecos st,80211,Denver,CO,39.77369,-105.006194,SingleFamily,2.0,548266.0,01/08/2020,2900.0,2900.0,5800.0,19189.31,529076.69,0.0366,0.01,30,12,0.008,0.005,1613.6839045,726.157757025,2339.841661525,365.5106666666666,228.44416666666666,440.8972416666666,3374.6937365249996,100,100,100,300,3674.6937365249996,20000,10965.32,50154.63,2125.3062634750004,8713.8930843,32895.96,2.0319864436443855
540,3631 n magnolia st,80207,Denver,CO,39.768203,-104.91198,SingleFamily,2.0,316694.0,01/08/2020,1670.0,1670.0,3340.0,11084.29,305609.70999999996,0.0366,0.01,30,12,0.008,0.005,932.1096154999999,419.44932697499996,1351.5589424749999,211.12933333333334,131.95583333333335,254.6747583333333,1949.318867475,100,100,100,300,2249.318867475,20000,6333.88,37418.17,1090.681132525,5033.391923699999,19001.64,1.5276857610620724
542,926 n steele st,80206,Denver,CO,39.718740999999994,-104.950231,Condominium,3.0,2081009.0,01/08/2020,8192.0,4096.0,12288.0,72835.315,2008173.6849999998,0.0366,0.01,30,12,0.008,0.005,6124.92973925,2756.2183826625,8881.1481219125,1387.3393333333333,867.0870833333333,1673.478070833333,12809.0526094125,100,100,100,300,13109.0526094125,20000,41620.18,134455.495,-821.0526094124998,33074.62059195,124860.54,1.4669131170801164
543,2880 s gilpin st,80210,Denver,CO,39.664651,-104.96732,SingleFamily,3.0,590355.0,01/08/2020,2540.0,1270.0,3810.0,20662.425000000003,569692.575,0.0366,0.01,30,12,0.008,0.005,1737.5623537499998,781.9030591874999,2519.4654129375,393.57,245.98125000000002,474.74381249999993,3633.7604754374997,100,100,100,300,3933.7604754374997,20000,11807.1,52469.525,-123.76047543749974,9382.83671025,35421.299999999996,1.1160575782799635
544,922 e 16th ave,80218,Denver,CO,39.741467,-104.975509,SingleFamily,2.0,481522.0,01/08/2020,2370.0,2370.0,4740.0,16853.27,464668.73,0.0366,0.01,30,12,0.008,0.005,1417.2396265,637.757831925,2054.997458425,321.01466666666664,200.6341666666667,387.22394166666663,2963.8702334249997,100,100,100,300,3263.8702334249997,20000,9630.44,46483.71000000001,1476.1297665750003,7653.0939831,28891.32,1.7790742430412718
546,2060 s clayton st,80210,Denver,CO,39.679114,-104.95470900000001,Townhouse,4.0,707349.0,01/08/2020,3000.0,1000.0,4000.0,24757.215000000004,682591.785,0.0366,0.01,30,12,0.008,0.005,2081.9049442500004,936.8572249125002,3018.762169162501,471.56600000000003,294.72875,568.8264875000001,4353.883406662501,100,100,100,300,4653.883406662501,20000,14146.98,58904.19500000001,-653.8834066625013,11242.286698950003,42440.939999999995,0.9818761773927981
547,4974 n dillon st,80239,Denver,CO,39.78425,-104.820285,SingleFamily,3.0,360795.0,01/08/2020,2250.0,1125.0,3375.0,12627.825,348167.175,0.0366,0.01,30,12,0.008,0.005,1061.9098837499998,477.85944768749994,1539.7693314374997,240.53,150.33125,290.1393125,2220.7698939374995,100,100,100,300,2520.7698939374995,20000,7215.900000000001,39843.725,854.2301060625005,5734.313372249999,21647.7,1.2833331884757262
549,2405 n pontiac st,80207,Denver,CO,39.752533,-104.906132,SingleFamily,2.0,395623.0,01/08/2020,2250.0,2250.0,4500.0,13846.805000000002,381776.195,0.0366,0.01,30,12,0.008,0.005,1164.41739475,523.9878276375,1688.4052223875,263.7486666666667,164.84291666666667,318.1468291666667,2435.1436348875,100,100,100,300,2735.1436348875,20000,7912.46,41759.265,1764.8563651125,6287.85393165,23737.379999999997,1.8727223841942622
552,2956 s whiting way,80231,Denver,CO,39.663928000000006,-104.890452,SingleFamily,3.0,421979.0,01/08/2020,2200.0,1100.0,3300.0,14769.265000000001,407209.735,0.0366,0.01,30,12,0.008,0.005,1241.98969175,558.8953612875,1800.8850530375,281.3193333333333,175.82458333333332,339.34144583333335,2597.3704155375,100,100,100,300,2897.3704155375,20000,8439.58,43208.845,402.62958446250013,6706.74433545,25318.739999999998,1.158490567128096
553,2605 s federal blvd,80219,Denver,CO,39.670852000000004,-105.025434,SingleFamily,2.0,335697.0,01/08/2020,1850.0,1850.0,3700.0,11749.395,323947.605,0.0366,0.01,30,12,0.008,0.005,988.04019525,444.61808786250003,1432.6582831125002,223.798,139.87375,269.95633749999996,2066.2863706125,100,100,100,300,2366.2863706125,20000,6713.9400000000005,38463.335,1333.7136293875,5335.41705435,20141.82,1.6556494803947708
558,715 n julian st,80204,Denver,CO,39.728038,-105.03161399999999,SingleFamily,2.0,309978.0,01/08/2020,1689.0,1689.0,3378.0,10849.230000000001,299128.77,0.0366,0.01,30,12,0.008,0.005,912.3427485000001,410.55423682500003,1322.896985325,206.65200000000002,129.1575,249.27397500000004,1907.9804603250002,100,100,100,300,2207.9804603250004,20000,6199.56,37048.79,1170.0195396749996,4926.6508419,18598.68,1.561010907994566
560,2103 w 32nd ave,80211,Denver,CO,39.76205,-105.0123,SingleFamily,3.0,619791.0,01/08/2020,3030.0,1515.0,4545.0,21692.685,598098.315,0.0366,0.01,30,12,0.008,0.005,1824.19986075,820.8899373375,2645.0897980874997,413.194,258.24625,498.4152624999999,3814.9453105875,100,100,100,300,4114.9453105875,20000,12395.82,54088.505,430.0546894125,9850.67924805,37187.46,1.3011784208308215
561,4757 n high st,80216,Denver,CO,39.782982000000004,-104.96483799999999,SingleFamily,2.0,285752.0,01/08/2020,1698.0,1698.0,3396.0,10001.320000000002,275750.68,0.0366,0.01,30,12,0.008,0.005,841.039574,378.4678083,1219.5073823,190.50133333333335,119.06333333333333,229.79223333333334,1758.8642823,100,100,100,300,2058.8642823,20000,5715.04,35716.36,1337.1357177,4541.6136996000005,17145.12,1.626939652081007
563,4830 w ohio ave,80219,Denver,CO,39.702034000000005,-105.049201,SingleFamily,6.0,368838.0,01/08/2020,2100.0,420.0,2520.0,12909.330000000002,355928.67,0.0366,0.01,30,12,0.008,0.005,1085.5824435,488.512099575,1574.0945430749998,245.89200000000002,153.6825,296.607225,2270.276268075,100,100,100,300,2570.276268075,20000,7376.76,40286.090000000004,-50.27626807500019,5862.1451949,22130.28,0.8049703999072632
568,2434 n grove st,80211,Denver,CO,39.753095,-105.02641000000001,SingleFamily,4.0,557060.0,01/08/2020,2300.0,766.6666666666666,3066.6666666666665,19497.100000000002,537562.9,0.0366,0.01,30,12,0.008,0.005,1639.566845,737.8050802500001,2377.37192525,371.3733333333334,232.10833333333335,447.96908333333334,3428.8226752500004,100,100,100,300,3728.8226752500004,20000,11141.2,50638.3,-662.1560085833339,8853.660963,33423.6,0.8596534413675022
569,227 s grove st,80219,Denver,CO,39.712661,-105.026679,SingleFamily,2.0,322078.0,01/08/2020,1875.0,1875.0,3750.0,11272.730000000001,310805.27,0.0366,0.01,30,12,0.008,0.005,947.9560735,426.580233075,1374.536306575,214.71866666666668,134.19916666666668,259.00439166666666,1982.458531575,100,100,100,300,2282.458531575,20000,6441.56,37714.29,1467.541468425,5118.9627969,19324.68,1.7116626196065206
572,5102 n columbus way,80239,Denver,CO,39.787568,-104.82507700000001,SingleFamily,2.0,333527.0,01/08/2020,1990.0,1990.0,3980.0,11673.445000000002,321853.555,0.0366,0.01,30,12,0.008,0.005,981.65334275,441.7440042375,1423.3973469875,222.35133333333332,138.96958333333333,268.21129583333334,2052.9295594875,100,100,100,300,2352.9295594875,20000,6670.54,38343.985,1627.0704405125002,5300.92805085,20011.62,1.7921296739762442
573,7633 e 8th pl,80230,Denver,CO,39.730763,-104.89943799999999,SingleFamily,5.0,947873.0,01/08/2020,3704.0,926.0,4630.0,33175.555,914697.445,0.0366,0.01,30,12,0.008,0.005,2789.82720725,1255.4222432625,4045.2494505124996,631.9153333333334,394.9470833333333,762.2478708333333,5834.359738012499,100,100,100,300,6134.359738012499,20000,18957.46,72133.015,-1504.3597380124993,15065.066919149998,56872.38,0.9010732472918261
575,1830 w 51st ave,80221,Denver,CO,39.789103999999995,-105.008931,SingleFamily,3.0,308784.0,01/08/2020,1800.0,900.0,2700.0,10807.44,297976.56,0.0366,0.01,30,12,0.008,0.005,908.828508,408.9728286,1317.8013366,205.856,128.66,248.31380000000001,1900.6311366,100,100,100,300,2200.6311366,20000,6175.68,36983.12,499.3688634,4907.6739432,18527.04,1.0877162420044604
576,327 s humboldt st,80209,Denver,CO,39.710474,-104.97018500000001,SingleFamily,2.0,445106.0,01/08/2020,2195.0,2195.0,4390.0,15578.710000000001,429527.29,0.0366,0.01,30,12,0.008,0.005,1310.0582345,589.526205525,1899.584440025,296.7373333333333,185.46083333333334,357.93940833333335,2739.722015025,100,100,100,300,3039.722015025,20000,8902.12,44480.83,1350.277984975,7074.3144663,26706.36,1.7158854788905693
577,627 n franklin st,80218,Denver,CO,39.725933000000005,-104.96859099999999,SingleFamily,4.0,1356826.0,01/08/2020,5346.0,1782.0,7128.0,47488.91,1309337.0899999999,0.0366,0.01,30,12,0.008,0.005,3993.4781244999995,1797.0651560249999,5790.543280524999,904.5506666666666,565.3441666666666,1091.1142416666664,8351.552355525,100,100,100,300,8651.552355525,20000,27136.52,94625.43000000001,-1523.5523555250002,21564.7818723,81409.56,1.1210064102852688
582,2485 s decatur st,80219,Denver,CO,39.672336,-105.022871,SingleFamily,3.0,355529.0,01/08/2020,2100.0,1050.0,3150.0,12443.515000000001,343085.485,0.0366,0.01,30,12,0.008,0.005,1046.41072925,470.8848281625,1517.2955574125,237.01933333333332,148.13708333333332,285.9045708333333,2188.3565449125,100,100,100,300,2488.3565449125,20000,7110.58,39554.095,661.6434550875001,5650.61793795,21331.739999999998,1.20144524603584
583,3056 w 24th ave,80211,Denver,CO,39.75213,-105.026629,Townhouse,2.0,366317.0,01/08/2020,1800.0,1800.0,3600.0,12821.095000000001,353495.90499999997,0.0366,0.01,30,12,0.008,0.005,1078.16251025,485.1731296125,1563.3356398625,244.21133333333333,152.63208333333333,294.57992083333335,2254.7589773625004,100,100,100,300,2554.7589773625004,20000,7326.34,40147.435,1045.2410226374996,5822.077555350001,21979.02,1.542912762098002
585,4901 n crown blvd,80239,Denver,CO,39.784632,-104.831349,SingleFamily,3.0,333502.0,01/08/2020,2100.0,1050.0,3150.0,11672.570000000002,321829.43,0.0366,0.01,30,12,0.008,0.005,981.5797615,441.710892675,1423.290654175,222.33466666666666,138.95916666666668,268.19119166666667,2052.7756791750003,100,100,100,300,2352.7756791750003,20000,6670.04,38342.61,797.2243208249997,5300.5307121000005,20010.12,1.238239717171053
586,5546 n xapary way,80239,Denver,CO,39.795817,-104.828795,SingleFamily,5.0,335123.0,01/08/2020,2100.0,525.0,2625.0,11729.305,323393.695,0.0366,0.01,30,12,0.008,0.005,986.35076975,443.85784638750005,1430.2086161375,223.41533333333334,139.63458333333332,269.49474583333335,2062.7532786375,100,100,100,300,2362.7532786375,20000,6702.46,38431.765,262.2467213625,5326.29415665,20107.38,0.9075990866669797
588,1165 n jersey st,80220,Denver,CO,39.734915,-104.919776,SingleFamily,3.0,442430.0,01/08/2020,2243.0,1121.5,3364.5,15485.050000000001,426944.95,0.0366,0.01,30,12,0.008,0.005,1302.1820975,585.9819438750001,1888.1640413750001,294.9533333333333,184.34583333333333,355.7874583333334,2723.250666375,100,100,100,300,3023.250666375,20000,8848.6,44333.65,341.24933362499996,7031.783326500001,26545.8,1.1533130100950406
595,4705 n helena st,80239,Aurora,CO,39.779526000000004,-104.808187,SingleFamily,4.0,439888.0,01/08/2020,2400.0,800.0,3200.0,15396.080000000002,424491.92,0.0366,0.01,30,12,0.008,0.005,1294.700356,582.6151602,1877.3155162,293.25866666666667,183.28666666666666,353.74326666666667,2707.6041162000006,100,100,100,300,3007.6041162000006,20000,8797.76,44193.840000000004,192.3958837999994,6991.3819224,26393.28,1.0248806740486907
596,1028 n lipan st,80204,Denver,CO,39.732718,-105.001217,MultiFamily2To4,3.0,438932.0,01/08/2020,1600.0,800.0,2400.0,15362.62,423569.38,0.0366,0.01,30,12,0.008,0.005,1291.886609,581.3489740499999,1873.2355830499998,292.6213333333333,182.88833333333332,352.97448333333335,2701.71973305,100,100,100,300,3001.71973305,20000,8778.64,44141.26,-601.7197330499998,6976.187688599999,26335.92,0.8085739032370167
599,2715 w yale ave,80219,Denver,CO,39.667469,-105.02049199999999,SingleFamily,3.0,394508.0,01/08/2020,2250.0,1125.0,3375.0,13807.78,380700.22,0.0366,0.01,30,12,0.008,0.005,1161.135671,522.51105195,1683.64672295,263.00533333333334,164.37833333333333,317.2501833333333,2428.2805729499996,100,100,100,300,2728.2805729499996,20000,7890.16,41697.94,646.7194270500004,6270.132623400001,23670.48,1.2279082791140281
601,7995 e mississippi ave,80247,Denver,CO,39.697590999999996,-104.89524899999999,Townhouse,2.0,257343.0,01/08/2020,1600.0,1600.0,3200.0,9007.005000000001,248335.995,0.0366,0.01,30,12,0.008,0.005,757.4247847500001,340.84115313750004,1098.2659378875,171.562,107.22625,206.9466625,1584.0008503875,100,100,100,300,1884.0008503875,20000,5146.86,34153.865,1315.9991496125,4090.0938376500008,15440.58,1.5963834146735665
604,1108 s university blvd,80210,Denver,CO,39.696356,-104.958972,SingleFamily,2.0,424767.0,01/08/2020,2000.0,2000.0,4000.0,14866.845000000001,409900.15499999997,0.0366,0.01,30,12,0.008,0.005,1250.19547275,562.5879627375,1812.7834354875,283.178,176.98625,341.5834625,2614.5311479875,100,100,100,300,2914.5311479875,20000,8495.34,43362.185,1085.4688520125,6751.05555285,25486.02,1.5973065420250385
611,3055 w 21st ave,80211,Denver,CO,39.749,-105.02661,SingleFamily,2.0,509797.0,01/08/2020,2300.0,2300.0,4600.0,17842.895,491954.105,0.0366,0.01,30,12,0.008,0.005,1500.4600202499998,675.2070091124999,2175.6670293624998,339.86466666666666,212.4154166666667,409.96175416666665,3137.9088668625,100,100,100,300,3437.9088668625,20000,10195.94,48038.83500000001,1162.0911331375,8102.484109349999,30587.82,1.6702194736196243
616,4951 n odessa st,80249,Denver,CO,39.784354,-104.73817,SingleFamily,4.0,487336.0,01/08/2020,2400.0,800.0,3200.0,17056.760000000002,470279.24,0.0366,0.01,30,12,0.008,0.005,1434.3516820000002,645.4582569000002,2079.8099389000004,324.8906666666667,203.05666666666664,391.8993666666667,2999.6566389000004,100,100,100,300,3299.6566389000004,20000,9746.72,46803.48,-99.65663890000042,7745.499082800002,29240.16,0.9697949685792594
617,420 s eliot st,80219,Denver,CO,39.708882,-105.023556,SingleFamily,5.0,344998.0,01/08/2020,1992.0,498.0,2490.0,12074.93,332923.07,0.0366,0.01,30,12,0.008,0.005,1015.4153635000001,456.93691357500006,1472.352277075,229.99866666666665,143.74916666666667,277.4358916666667,2123.536002075,100,100,100,300,2423.536002075,20000,6899.96,38974.89,66.46399792500006,5483.242962900001,20699.88,0.8455877858282602
620,635 s alton way,80247,Denver,CO,39.703691,-104.883124,Condominium,2.0,356261.0,01/08/2020,1700.0,1700.0,3400.0,12469.135000000002,343791.865,0.0366,0.01,30,12,0.008,0.005,1048.56518825,471.85433471249996,1520.4195229624997,237.50733333333335,148.44208333333333,286.49322083333334,2192.8621604625,100,100,100,300,2492.8621604625,20000,7125.22,39594.355,907.1378395375,5662.252016549999,21375.66,1.4730273063167716
621,2763 n hooker st,80211,Denver,CO,39.757068,-105.028618,SingleFamily,4.0,988420.0,01/08/2020,3995.0,1331.6666666666667,5326.666666666667,34594.700000000004,953825.2999999999,0.0366,0.01,30,12,0.008,0.005,2909.1671649999994,1309.1252242499997,4218.292389249999,658.9466666666667,411.8416666666667,794.8544166666666,6083.935139249999,100,100,100,300,6383.935139249999,20000,19768.4,74363.1,-1057.2684725833324,15709.502690999998,59305.2,1.0530421811355364
622,3540 e 5th ave,80206,Denver,CO,39.723867999999996,-104.945305,Townhouse,3.0,685875.0,01/08/2020,2850.0,1425.0,4275.0,24005.625000000004,661869.375,0.0366,0.01,30,12,0.008,0.005,2018.70159375,908.4157171875,2927.1173109375,457.25,285.78125,551.5578125000001,4221.7063734375,100,100,100,300,4521.7063734375,20000,13717.5,57723.125,-246.70637343749968,10900.98860625,41152.5,1.1467329969574587
624,6245 w jefferson ave,80235,Denver,CO,39.650883,-105.065533,SingleFamily,3.0,341396.0,01/08/2020,1950.0,975.0,2925.0,11948.86,329447.14,0.0366,0.01,30,12,0.008,0.005,1004.813777,452.16619965,1456.97997665,227.59733333333335,142.24833333333333,274.53928333333334,2101.36492665,100,100,100,300,2401.36492665,20000,6827.92,38776.78,523.6350733499999,5425.9943958,20483.76,1.1319499782086082
626,430 s quitman st,80219,Denver,CO,39.708919,-105.040522,SingleFamily,4.0,342411.0,01/08/2020,2100.0,700.0,2800.0,11984.385000000002,330426.615,0.0366,0.01,30,12,0.008,0.005,1007.80117575,453.5105290875,1461.3117048375,228.274,142.67125000000001,275.3555125,2107.6124673375,100,100,100,300,2407.6124673375,20000,6848.22,38832.605,392.3875326624998,5442.1263490500005,20544.66,1.0067683262814842
627,5364 n lewiston ct,80239,Denver,CO,39.791877,-104.796605,SingleFamily,3.0,399771.0,01/08/2020,2295.0,1147.5,3442.5,13991.985,385779.015,0.0366,0.01,30,12,0.008,0.005,1176.6259957500001,529.4816980875,1706.1076938375002,266.514,166.57125,321.48251250000004,2460.6754563375002,100,100,100,300,2760.6754563375002,20000,7995.42,41987.405,681.8245436624998,6353.78037705,23986.26,1.2454195466711981
628,4770 e amherst ave,80222,Denver,CO,39.665952000000004,-104.932244,SingleFamily,2.0,401318.0,01/08/2020,2080.0,2080.0,4160.0,14046.130000000001,387271.87,0.0366,0.01,30,12,0.008,0.005,1181.1792035,531.530641575,1712.709845075,267.5453333333333,167.21583333333334,322.72655833333334,2470.197570075,100,100,100,300,2770.197570075,20000,8026.360000000001,42072.490000000005,1389.802429925,6378.3676989,24079.079999999998,1.7135918710302145
629,729 31st st,80205,Denver,CO,39.759778000000004,-104.97441299999998,SingleFamily,2.0,388706.0,01/08/2020,2000.0,2000.0,4000.0,13604.710000000001,375101.29,0.0366,0.01,30,12,0.008,0.005,1144.0589345,514.8265205250001,1658.8854550250003,259.13733333333334,161.96083333333334,312.58440833333333,2392.568030025,100,100,100,300,2692.568030025,20000,7774.12,41378.83,1307.431969975,6177.918246300002,23322.36,1.6720980725167918
630,8282 e 29th pl,80238,Denver,CO,39.758594,-104.891585,SingleFamily,3.0,475419.0,01/08/2020,2500.0,1250.0,3750.0,16639.665,458779.33499999996,0.0366,0.01,30,12,0.008,0.005,1399.2769717499998,629.6746372874999,2028.9516090374996,316.94599999999997,198.09125000000003,382.3161125,2926.3049715374996,100,100,100,300,3226.3049715374996,20000,9508.380000000001,46148.045,523.6950284625004,7556.095647449998,28525.14,1.2430770575221552
636,3557 n vine st,80205,Denver,CO,39.766807,-104.96253899999999,SingleFamily,2.0,364798.0,01/08/2020,1830.0,1830.0,3660.0,12767.930000000002,352030.07,0.0366,0.01,30,12,0.008,0.005,1073.6917135,483.16127107500006,1556.8529845750002,243.19866666666667,151.99916666666667,293.3583916666667,2245.409209575,100,100,100,300,2545.409209575,20000,7295.96,40063.89,1114.5907904249998,5797.935252900001,21887.879999999997,1.573010128023015
638,2817 n wyandot st,80211,Denver,CO,39.757317,-105.014848,SingleFamily,3.0,769712.0,01/08/2020,3200.0,1600.0,4800.0,26939.920000000002,742772.08,0.0366,0.01,30,12,0.008,0.005,2265.454844,1019.4546798,3284.9095238,513.1413333333334,320.7133333333333,618.9767333333333,4737.7409238,100,100,100,300,5037.7409238,20000,15394.24,62334.159999999996,-237.74092380000002,12233.4561576,46182.72,1.1993950840438052
641,1470 s ivy way,80224,Denver,CO,39.689858,-104.92023300000001,SingleFamily,3.0,422580.0,01/08/2020,2100.0,1050.0,3150.0,14790.300000000001,407789.7,0.0366,0.01,30,12,0.008,0.005,1243.758585,559.69136325,1803.44994825,281.71999999999997,176.07500000000002,339.82475000000005,2601.06969825,100,100,100,300,2901.06969825,20000,8451.6,43241.9,248.93030175000013,6716.296359,25354.8,1.1021314969971254
642,5545 n cathay ct,80249,Denver,CO,39.796067,-104.765738,SingleFamily,3.0,429961.0,01/08/2020,2307.0,1153.5,3460.5,15048.635000000002,414912.365,0.0366,0.01,30,12,0.008,0.005,1265.48271325,569.4672209625,1834.9499342125,286.6406666666667,179.15041666666664,345.76030416666663,2646.5013217125,100,100,100,300,2946.5013217125,20000,8599.22,43647.855,513.9986782874998,6833.606651550001,25797.66,1.2060443930406202
643,9006 e floyd pl,80231,Denver,CO,39.6553,-104.883723,SingleFamily,4.0,532439.0,01/08/2020,2550.0,850.0,3400.0,18635.365,513803.635,0.0366,0.01,30,12,0.008,0.005,1567.10108675,705.1954890375,2272.2965757875,354.9593333333333,221.84958333333336,428.1696958333334,3277.2751882874995,100,100,100,300,3577.2751882874995,20000,10648.78,49284.145000000004,-177.27518828749953,8462.34586845,31946.34,0.9837115690857579
644,529 s decatur st,80219,Denver,CO,39.706928999999995,-105.023023,SingleFamily,2.0,328674.0,01/08/2020,1875.0,1875.0,3750.0,11503.590000000002,317170.41,0.0366,0.01,30,12,0.008,0.005,967.3697505,435.316387725,1402.686138225,219.116,136.94750000000002,264.308675,2023.058313225,100,100,100,300,2323.058313225,20000,6573.4800000000005,38077.07000000001,1426.941686775,5223.796652700001,19720.44,1.6957065471161514
645,3479 n florence way,80238,Denver,CO,39.764078000000005,-104.87178200000001,SingleFamily,3.0,494285.0,01/08/2020,2500.0,1250.0,3750.0,17299.975000000002,476985.02499999997,0.0366,0.01,30,12,0.008,0.005,1454.8043262499998,654.6619468124999,2109.4662730624996,329.52333333333337,205.95208333333335,397.4875208333333,3042.4292105625,100,100,100,300,3342.4292105625,20000,9885.7,47185.675,407.5707894375,7855.943361749998,29657.1,1.2165533890317346
647,2456 n race st,80205,Denver,CO,39.753054,-104.963089,SingleFamily,3.0,637078.0,01/08/2020,2750.0,1375.0,4125.0,22297.730000000003,614780.27,0.0366,0.01,30,12,0.008,0.005,1875.0798235000002,843.7859205750001,2718.8657440750003,424.71866666666665,265.44916666666666,512.3168916666667,3921.3504690750005,100,100,100,300,4221.350469075001,20000,12741.56,55039.29,-96.35046907500055,10125.431046900001,38224.68,1.1572443143434443
650,143 n delaware st,80223,Denver,CO,39.719201,-104.993168,SingleFamily,2.0,426540.0,01/08/2020,2056.0,2056.0,4112.0,14928.900000000001,411611.1,0.0366,0.01,30,12,0.008,0.005,1255.413855,564.93623475,1820.35008975,284.36,177.725,343.00925,2625.44433975,100,100,100,300,2925.44433975,20000,8530.8,43459.7,1186.55566025,6779.2348170000005,25592.399999999998,1.6401931614806362
651,1237 s osceola st,80219,Denver,CO,39.69429,-105.03823100000001,Condominium,3.0,382062.0,01/08/2020,2095.0,1047.5,3142.5,13372.170000000002,368689.83,0.0366,0.01,30,12,0.008,0.005,1124.5039815,506.026791675,1630.530773175,254.708,159.1925,307.241525,2351.672798175,100,100,100,300,2651.672798175,20000,7641.24,41013.409999999996,490.827201825,6072.321500100001,22923.719999999998,1.1570841810520023
653,4307 n decatur st,80211,Denver,CO,39.775617,-105.022384,SingleFamily,3.0,581763.0,01/08/2020,2400.0,1200.0,3600.0,20361.705,561401.2949999999,0.0366,0.01,30,12,0.008,0.005,1712.2739497499997,770.5232773874999,2482.7972271374997,387.84200000000004,242.40125,467.8344124999999,3580.8748896374996,100,100,100,300,3880.8748896374996,20000,11635.26,51996.965000000004,-280.87488963749956,9246.279328649998,34905.78,1.0612457987307529
654,3700 n gilpin st,80205,Denver,CO,39.768293,-104.96683600000001,SingleFamily,3.0,397506.0,01/08/2020,2300.0,1150.0,3450.0,13912.710000000001,383593.29,0.0366,0.01,30,12,0.008,0.005,1169.9595345,526.4817905250001,1696.441325025,265.004,165.6275,319.661075,2446.733900025,100,100,100,300,2746.733900025,20000,7950.12,41862.83,703.2660999750001,6317.7814863,23850.36,1.2518822708832633
655,2634 s grant st,80210,Denver,CO,39.66876,-104.983695,Townhouse,2.0,428770.0,01/08/2020,1848.0,1848.0,3696.0,15006.95,413763.05,0.0366,0.01,30,12,0.008,0.005,1261.9773025,567.889786125,1829.867088625,285.84666666666664,178.65416666666667,344.8025416666667,2639.1704636249997,100,100,100,300,2939.1704636249997,20000,8575.4,43582.35,756.8295363750003,6814.6774335,25726.2,1.463868558487553
660,4537 n biscay st,80249,Denver,CO,39.779131,-104.767552,SingleFamily,4.0,374000.0,01/08/2020,2195.0,731.6666666666666,2926.6666666666665,13090.000000000002,360910.0,0.0366,0.01,30,12,0.008,0.005,1100.7755,495.348975,1596.124475,249.33333333333334,155.83333333333334,300.7583333333333,2302.049475,100,100,100,300,2602.049475,20000,7480.0,40570.0,324.6171916666667,5944.1877,22440.0,1.012067882671925
661,830 s vallejo st,80223,Denver,CO,39.701833,-105.012993,SingleFamily,3.0,560027.0,01/08/2020,2400.0,1200.0,3600.0,19600.945000000003,540426.0549999999,0.0366,0.01,30,12,0.008,0.005,1648.2994677499998,741.7347604874999,2390.0342282374995,373.35133333333334,233.34458333333336,450.35504583333324,3447.0851907375,100,100,100,300,3747.0851907375,20000,11200.54,50801.48500000001,-147.08519073749994,8900.817125849999,33601.619999999995,1.0853504545585624
662,2120 s gray st,80227,Denver,CO,39.677347,-105.06081200000001,SingleFamily,3.0,463265.0,01/08/2020,2100.0,1050.0,3150.0,16214.275000000001,447050.725,0.0366,0.01,30,12,0.008,0.005,1363.50471125,613.5771200625,1977.0818313124998,308.8433333333333,193.02708333333337,372.5422708333333,2851.4945188125002,100,100,100,300,3151.4945188125002,20000,9265.300000000001,45479.575000000004,-1.494518812500246,7362.925440749999,27795.899999999998,1.0497215775433255
664,750 s clinton st,80247,Clinton,CO,39.704390000000004,-104.876024,Condominium,2.0,158711.0,01/08/2020,1400.0,1400.0,2800.0,5554.885,153156.115,0.0366,0.01,30,12,0.008,0.005,467.12615075,210.20676783750002,677.3329185875,105.80733333333335,66.12958333333334,127.63009583333333,976.8999310875,100,100,100,300,1276.8999310875001,20000,3174.2200000000003,28729.105000000003,1523.1000689124999,2522.4812140500003,9522.66,1.6402300747273537
