,address,zipcode,city,state,latitude,longitude,usecode,bedrooms,amount,last-updated,rent,rentPerUnit,totalMonthlyIncome,downPayment,loanAmount,interestRate,pmiRate,loanTerm_years,paymentsPerYear,taxRate,insuranceRate,monthlyInterest,monthlyPrincipal,monthlyP&I,monthlyTaxes,monthlyInsurance,monthlyPMI,subTotalMonthlyPayment,vacancy,capitalExpenditures,maintenance,subtotalMonthlyReserves,totalMonthlyExpenses,rehabCost,closingCosts,initialInvestment,monthlyCashFlow,yearlyLoanPaydown,appreciationAmount,oneYearNWROI
1030,1880 s fillmore st,80210,Denver,CO,39.682342999999996,-104.95324099999999,SingleFamily,4.0,593912.0,01/08/2020,2575.0,858.3333333333334,3433.3333333333335,20786.920000000002,573125.08,0.0366,0.01,30,12,0.008,0.005,1748.0314939999998,786.6141723,2534.6456663,395.9413333333334,247.46333333333334,477.6042333333333,3655.6545662999997,100,100,100,300,3955.6545662999997,20000,11878.24,52665.159999999996,-522.3212329666662,9439.370067599999,35634.72,0.9324235466482967
1031,3880 n meade st,80211,Denver,CO,39.770783,-105.035496,SingleFamily,2.0,655293.0,01/08/2020,2300.0,2300.0,4600.0,22935.255,632357.745,0.0366,0.01,30,12,0.008,0.005,1928.69112225,867.9110050125,2796.6021272625003,436.862,273.03875,526.9647874999999,4033.4676647625006,100,100,100,300,4333.4676647625,20000,13105.86,56041.115000000005,266.53233523749986,10414.93206015,39317.58,1.4369967493152125
1034,2609 s quebec st,80231,Denver,CO,39.669429,-104.90462600000001,Townhouse,3.0,1635425.0,01/08/2020,1950.0,975.0,2925.0,57239.87500000001,1578185.125,0.0366,0.01,30,12,0.008,0.005,4813.46463125,2166.0590840625,6979.5237153125,1090.2833333333333,681.4270833333334,1315.1542708333334,10066.3884028125,100,100,100,300,10366.3884028125,20000,32708.5,109948.375,-7441.388402812499,25992.70900875,98125.5,0.4231217439548334
1035,2672 s quitman st,80219,Denver,CO,39.668392,-105.04036299999999,SingleFamily,3.0,381757.0,01/08/2020,2100.0,1050.0,3150.0,13361.495,368395.505,0.0366,0.01,30,12,0.008,0.005,1123.60629025,505.6228306125,1629.2291208625002,254.50466666666668,159.06541666666666,306.9962541666667,2349.7954583625,100,100,100,300,2649.7954583625,20000,7635.14,40996.635,500.2045416374999,6067.473967350001,22905.42,1.1604695962729623
1036,1840 s pearl st,80210,Denver,CO,39.683153999999995,-104.980166,SingleFamily,2.0,605679.0,01/08/2020,2400.0,2400.0,4800.0,21198.765000000003,584480.235,0.0366,0.01,30,12,0.008,0.005,1782.6647167499998,802.1991225374999,2584.8638392874996,403.786,252.36625,487.0668625,3728.0829517874995,100,100,100,300,4028.0829517874995,20000,12113.58,53312.345,771.9170482125005,9626.389470449998,36340.74,1.5761852915867798
1037,470 s decatur st,80219,Denver,CO,39.707985,-105.02238999999999,SingleFamily,2.0,359846.0,01/08/2020,1986.0,1986.0,3972.0,12594.61,347251.39,0.0366,0.01,30,12,0.008,0.005,1059.1167395,476.602532775,1535.719272275,239.89733333333334,149.93583333333333,289.37615833333336,2214.9285972750004,100,100,100,300,2514.9285972750004,20000,7196.92,39791.53,1457.0714027249996,5719.2303933,21590.76,1.724659675714907
1039,5294 n fairplay st,80239,Denver,CO,39.790189,-104.812046,SingleFamily,3.0,353644.0,01/08/2020,2195.0,1097.5,3292.5,12377.54,341266.45999999996,0.0366,0.01,30,12,0.008,0.005,1040.862703,468.38821635,1509.25091935,235.76266666666666,147.35166666666666,284.38871666666665,2176.7539693500003,100,100,100,300,2476.7539693500003,20000,7072.88,39450.42,815.7460306499997,5620.6585962,21218.64,1.2622996400038324
1040,1605 s xavier st,80219,Denver,CO,39.687872999999996,-105.05033200000001,SingleFamily,2.0,293010.0,01/08/2020,1765.0,1765.0,3530.0,10255.35,282754.64999999997,0.0366,0.01,30,12,0.008,0.005,862.4016824999999,388.08075712499993,1250.4824396249999,195.34,122.08749999999999,235.628875,1803.5388146249998,100,100,100,300,2103.5388146249998,20000,5860.2,36115.549999999996,1426.4611853750002,4656.969085499999,17580.6,1.676150669448479
1042,3760 s roslyn way,80237,Denver,CO,39.647742,-104.901494,SingleFamily,4.0,533993.0,01/08/2020,2540.0,846.6666666666666,3386.6666666666665,18689.755,515303.245,0.0366,0.01,30,12,0.008,0.005,1571.67489725,707.2537037625,2278.9286010124997,355.99533333333335,222.49708333333334,429.4193708333333,3286.8403885124994,100,100,100,300,3586.8403885124994,20000,10679.86,49369.615000000005,-200.17372184583292,8487.04444515,32039.579999999998,0.9780213960145323
1045,2891 w iowa ave,80219,Denver,CO,39.688008,-105.02373899999999,SingleFamily,2.0,366432.0,01/08/2020,2231.0,2231.0,4462.0,12825.12,353606.88,0.0366,0.01,30,12,0.008,0.005,1078.500984,485.3254428,1563.8264268,244.288,152.68,294.6724,2255.4668268,100,100,100,300,2555.4668268,20000,7328.64,40153.76,1906.5331732,5823.9053136,21985.92,1.9290901622164396
1046,2963 s zenobia st,80236,Denver,CO,39.660795,-105.051441,SingleFamily,3.0,398973.0,01/08/2020,2250.0,1125.0,3375.0,13964.055000000002,385008.945,0.0366,0.01,30,12,0.008,0.005,1174.27728225,528.4247770125,1702.7020592625001,265.982,166.23875,320.8407875,2455.7635967625,100,100,100,300,2755.7635967625,20000,7979.46,41943.515,619.2364032374999,6341.0973241500005,23938.379999999997,1.2209352068609414
1047,20196 e 42nd pl,80249,Denver,CO,39.775096000000005,-104.752213,SingleFamily,4.0,443422.0,01/08/2020,2400.0,800.0,3200.0,15519.770000000002,427902.23,0.0366,0.01,30,12,0.008,0.005,1305.1018015,587.295810675,1892.397612175,295.61466666666666,184.7591666666667,356.5851916666666,2729.356637175,100,100,100,300,3029.356637175,20000,8868.44,44388.21000000001,170.64336282500017,7047.5497281,26605.32,1.0205545590146572
1051,1953 n ivy st,80220,Denver,CO,39.746609,-104.920278,SingleFamily,3.0,745760.0,01/08/2020,3000.0,1500.0,4500.0,26101.600000000002,719658.4,0.0366,0.01,30,12,0.008,0.005,2194.9581200000002,987.7311540000002,3182.6892740000003,497.17333333333335,310.73333333333335,599.7153333333334,4590.311274000001,100,100,100,300,4890.311274000001,20000,14915.2,61016.8,-390.3112740000006,11852.773848000003,44745.6,1.145826043974774
1053,1453 n williams st,80218,Denver,CO,39.7394,-104.966334,MultiFamily2To4,6.0,1279662.0,01/08/2020,5028.0,1005.6,6033.6,44788.170000000006,1234873.83,0.0366,0.01,30,12,0.008,0.005,3766.3651815,1694.864331675,5461.229513175,853.1080000000001,533.1925,1029.061525,7876.591538175,100,100,100,300,8176.591538175,20000,25593.24,90381.41,-2142.9915381749997,20338.371980099997,76779.72,0.9235239140659567
1054,19804 e 39th ave,80249,Denver,CO,39.769687,-104.755713,SingleFamily,3.0,329321.0,01/08/2020,1990.0,995.0,2985.0,11526.235,317794.765,0.0366,0.01,30,12,0.008,0.005,969.2740332500001,436.17331496250006,1405.4473482125002,219.54733333333334,137.21708333333333,264.82897083333336,2027.0407357125002,100,100,100,300,2327.0407357125005,20000,6586.42,38112.655,657.9592642874995,5234.07977955,19759.26,1.1762195772244153
1055,985 n hazel ct,80204,Denver,CO,39.732644,-105.02781599999999,SingleFamily,2.0,389294.0,01/08/2020,1835.0,1835.0,3670.0,13625.29,375668.70999999996,0.0366,0.01,30,12,0.008,0.005,1145.7895655,515.605304475,1661.394869975,259.52933333333334,162.20583333333335,313.0572583333333,2396.187294975,100,100,100,300,2696.187294975,20000,7785.88,41411.17,973.812705025,6187.2636537,23357.64,1.5273815280756375
1057,2747 s langley ct,80210,Denver,CO,39.66633,-104.95173100000001,SingleFamily,3.0,857546.0,01/08/2020,3387.0,1693.5,5080.5,30014.110000000004,827531.89,0.0366,0.01,30,12,0.008,0.005,2523.9722645,1135.7875190250002,3659.7597835250003,571.6973333333334,357.3108333333334,689.6099083333334,5278.377858525,100,100,100,300,5578.377858525,20000,17150.920000000002,67165.03,-497.8778585250002,13629.450228300002,51452.759999999995,1.1826046370559202
1060,1770 n quince st,80220,Denver,CO,39.745047,-104.90193400000001,SingleFamily,4.0,472752.0,01/08/2020,2400.0,800.0,3200.0,16546.320000000003,456205.68,0.0366,0.01,30,12,0.008,0.005,1391.427324,626.1422958,2017.5696198,315.168,196.98000000000002,380.1714,2909.8890198000004,100,100,100,300,3209.8890198000004,20000,9455.04,46001.36000000001,-9.88901980000037,7513.707549600001,28365.12,0.9860612667103753
1061,9134 e 28th ave,80238,Denver,CO,39.755844,-104.881505,SingleFamily,3.0,1594766.0,01/08/2020,6333.0,3166.5,9499.5,55816.810000000005,1538949.19,0.0366,0.01,30,12,0.008,0.005,4693.7950295,2112.207763275,6806.002792775,1063.1773333333333,664.4858333333333,1282.4576583333333,9816.123617775,100,100,100,300,10116.123617775,20000,31895.32,107712.13,-616.6236177749997,25346.4931593,95685.95999999999,1.40774274676399
1062,19106 e randolph pl,80249,Denver,CO,39.797469,-104.764434,SingleFamily,4.0,461172.0,01/08/2020,2450.0,816.6666666666666,3266.6666666666665,16141.020000000002,445030.98,0.0366,0.01,30,12,0.008,0.005,1357.3444889999998,610.8050200499999,1968.1495090499998,307.44800000000004,192.155,370.85915,2838.6116590499996,100,100,100,300,3138.6116590499996,20000,9223.44,45364.46000000001,128.0550076166669,7329.660240599999,27670.32,1.0214304398641578
1064,3437 n florence way,80238,Denver,CO,39.763077,-104.871675,SingleFamily,3.0,521740.0,01/08/2020,2500.0,1250.0,3750.0,18260.9,503479.1,0.0366,0.01,30,12,0.008,0.005,1535.611255,691.0250647500001,2226.63631975,347.82666666666665,217.39166666666668,419.5659166666667,3211.42056975,100,100,100,300,3511.42056975,20000,10434.800000000001,48695.700000000004,238.57943024999986,8292.300777,31304.399999999998,1.1799738773649417
1065,3921 s benton way,80235,Denver,CO,39.644981,-105.055431,SingleFamily,5.0,624484.0,01/08/2020,2228.0,557.0,2785.0,21856.940000000002,602627.0599999999,0.0366,0.01,30,12,0.008,0.005,1838.0125329999998,827.10563985,2665.1181728499996,416.3226666666667,260.20166666666665,502.18921666666665,3843.83172285,100,100,100,300,4143.83172285,20000,12489.68,54346.62,-1358.83172285,9925.2676782,37469.04,0.6950262408959379
1066,2660 s acoma st,80223,Denver,CO,39.66838,-104.988473,SingleFamily,2.0,386618.0,01/08/2020,1950.0,1950.0,3900.0,13531.630000000001,373086.37,0.0366,0.01,30,12,0.008,0.005,1137.9134285,512.0610428250001,1649.9744713250002,257.74533333333335,161.09083333333334,310.9053083333333,2379.715946325,100,100,100,300,2679.715946325,20000,7732.360000000001,41263.990000000005,1220.284053675,6144.7325139,23197.079999999998,1.6330272753071138
1067,4100 w harvard ave,80219,Denver,CO,39.672403,-105.040977,SingleFamily,3.0,435038.0,01/08/2020,2300.0,1150.0,3450.0,15226.330000000002,419811.67,0.0366,0.01,30,12,0.008,0.005,1280.4255934999999,576.191517075,1856.617110575,290.0253333333333,181.26583333333335,349.8430583333333,2677.751335575,100,100,100,300,2977.751335575,20000,8700.76,43927.090000000004,472.2486644249998,6914.2982049,26102.28,1.194788049424626
1069,385 n yates st,80219,Denver,CO,39.721918,-105.051245,SingleFamily,3.0,346477.0,01/08/2020,1950.0,975.0,2925.0,12126.695000000002,334350.305,0.0366,0.01,30,12,0.008,0.005,1019.76843025,458.89579361250003,1478.6642238625,230.9846666666667,144.36541666666668,278.62525416666665,2132.6395613625,100,100,100,300,2432.6395613625,20000,6929.54,39056.235,492.3604386375,5506.74952335,20788.62,1.1241148765875666
1071,2615 s irving st,80219,Denver,CO,39.669686999999996,-105.03021100000001,SingleFamily,2.0,322201.0,01/08/2020,1890.0,1890.0,3780.0,11277.035000000002,310923.96499999997,0.0366,0.01,30,12,0.008,0.005,948.31809325,426.7431419625,1375.0612352125,214.80066666666667,134.25041666666667,259.10330416666665,1983.2156227125001,100,100,100,300,2283.2156227125,20000,6444.02,37721.05500000001,1496.7843772874999,5120.91770355,19332.059999999998,1.7256778801918446
1072,755 s alton way,80247,Denver,CO,39.696870000000004,-104.88418999999999,Condominium,2.0,235144.0,01/08/2020,1630.0,1630.0,3260.0,8230.04,226913.96,0.0366,0.01,30,12,0.008,0.005,692.087578,311.43941010000003,1003.5269881,156.76266666666666,97.97666666666667,189.09496666666666,1447.3612881,100,100,100,300,1747.3612881,20000,4702.88,32932.92,1512.6387119,3737.2729212000004,14108.64,1.6869921484034822
1073,4880 n gray st,80212,Denver,CO,39.785323,-105.061398,SingleFamily,3.0,393148.0,01/08/2020,2250.0,1125.0,3375.0,13760.180000000002,379387.82,0.0366,0.01,30,12,0.008,0.005,1157.132851,520.7097829500001,1677.8426339500002,262.0986666666667,163.81166666666667,316.1565166666667,2419.9094839500003,100,100,100,300,2719.9094839500003,20000,7862.96,41623.14,655.0905160499997,6248.517395400001,23588.879999999997,1.2300485640439427
1074,1592 s flamingo way,80222,Denver,CO,39.687785999999996,-104.926372,SingleFamily,4.0,666195.0,01/08/2020,2650.0,883.3333333333334,3533.3333333333335,23316.825,642878.1749999999,0.0366,0.01,30,12,0.008,0.005,1960.7784337499997,882.3502951874999,2843.1287289374995,444.13000000000005,277.58125,535.7318124999999,4100.5717914375,100,100,100,300,4400.5717914375,20000,13323.9,56640.725,-867.2384581041665,10588.20354225,39971.7,0.8960521258334881
1075,2761 s eaton way,80227,Denver,CO,39.665252,-105.05793500000001,SingleFamily,3.0,431554.0,01/08/2020,2195.0,1097.5,3292.5,15104.390000000001,416449.61,0.0366,0.01,30,12,0.008,0.005,1270.1713105000001,571.5770897250001,1841.7484002250003,287.7026666666667,179.81416666666667,347.0413416666667,2656.306575225,100,100,100,300,2956.306575225,20000,8631.08,43735.47,336.19342477500004,6858.925076700001,25893.239999999998,1.1422418959713936
1080,2795 w 1st ave,80219,Denver,CO,39.718725,-105.02255900000002,SingleFamily,3.0,331425.0,01/08/2020,1950.0,975.0,2925.0,11599.875000000002,319825.125,0.0366,0.01,30,12,0.008,0.005,975.46663125,438.9599840625,1414.4266153125,220.95000000000002,138.09375,266.5209375,2039.9913028125,100,100,100,300,2339.9913028125,20000,6628.5,38228.375,585.0086971874998,5267.519808749999,19885.5,1.1476586220314098
1081,1879 s pennsylvania st,80210,Denver,CO,39.682545000000005,-104.981948,SingleFamily,4.0,630195.0,01/08/2020,2795.0,931.6666666666666,3726.6666666666665,22056.825,608138.1749999999,0.0366,0.01,30,12,0.008,0.005,1854.8214337499996,834.6696451874999,2689.4910789374994,420.13000000000005,262.58125,506.78181249999994,3878.9841414374996,100,100,100,300,4178.9841414375,20000,12603.9,54660.725,-452.3174747708331,10016.035742249998,37811.7,0.9802271383154907
1082,9036 e nassau ave,80237,Denver,CO,39.642364,-104.88391999999999,Townhouse,4.0,342821.0,01/08/2020,2200.0,733.3333333333334,2933.3333333333335,11998.735,330822.265,0.0366,0.01,30,12,0.008,0.005,1009.0079082500001,454.0535587125001,1463.0614669625002,228.54733333333334,142.84208333333333,275.68522083333335,2110.1361044625005,100,100,100,300,2410.1361044625005,20000,6856.42,38855.155,523.197228870833,5448.642704550001,20569.26,1.0576786902793207
1083,5261 s ingalls st,80123,Denver,CO,39.621677000000005,-105.064149,SingleFamily,3.0,511264.0,01/08/2020,2200.0,1100.0,3300.0,17894.24,493369.76,0.0366,0.01,30,12,0.008,0.005,1504.777768,677.1499956,2181.9277635999997,340.8426666666667,213.02666666666667,411.1414666666667,3146.9385635999997,100,100,100,300,3446.9385635999997,20000,10225.28,48119.520000000004,-146.93856359999972,8125.7999472,30675.84,1.0440332152939182
1085,3415 n race st,80205,Denver,CO,39.764844000000004,-104.963788,SingleFamily,3.0,469608.0,01/08/2020,2260.0,1130.0,3390.0,16436.280000000002,453171.72,0.0366,0.01,30,12,0.008,0.005,1382.1737459999997,621.9781856999999,2004.1519316999997,313.072,195.67,377.6431,2890.5370316999997,100,100,100,300,3190.5370316999997,20000,9392.16,45828.44,199.46296830000028,7463.7382284,28176.48,1.1258025332740977
1088,2910 n niagara st,80207,Denver,CO,39.758728000000005,-104.910242,SingleFamily,2.0,399845.0,01/08/2020,2212.0,2212.0,4424.0,13994.575,385850.425,0.0366,0.01,30,12,0.008,0.005,1176.84379625,529.5797083125,1706.4235045625,266.56333333333333,166.60208333333335,321.5420208333333,2461.1309420625003,100,100,100,300,2761.1309420625003,20000,7996.900000000001,41991.475,1662.8690579374997,6354.95649975,23990.7,1.8299925209819372
1092,6980 w yale ave,80227,Denver,CO,39.667462,-105.07313400000001,SingleFamily,3.0,373589.0,01/08/2020,2100.0,1050.0,3150.0,13075.615000000002,360513.385,0.0366,0.01,30,12,0.008,0.005,1099.56582425,494.80462091250007,1594.3704451625001,249.05933333333334,155.66208333333333,300.4278208333333,2299.5196826625,100,100,100,300,2599.5196826625,20000,7471.78,40547.395000000004,550.4803173374999,5937.655450950001,22415.34,1.1729177486987756
1094,3566 n akron st,80238,Denver,CO,39.766246,-104.88331799999999,SingleFamily,3.0,755068.0,01/08/2020,3200.0,1600.0,4800.0,26427.38,728640.62,0.0366,0.01,30,12,0.008,0.005,2222.353891,1000.0592509500001,3222.4131419500004,503.3786666666667,314.6116666666667,607.2005166666667,4647.60399195,100,100,100,300,4947.60399195,20000,15101.36,61528.740000000005,-147.6039919499999,12000.7110114,45304.08,1.2146119538284061
1096,4182 s rosemary way,80237,Denver,CO,39.641645000000004,-104.898651,SingleFamily,5.0,646173.0,01/08/2020,2670.0,667.5,3337.5,22616.055000000004,623556.945,0.0366,0.01,30,12,0.008,0.005,1901.84868225,855.8319070125,2757.6805892625,430.782,269.23875000000004,519.6307875,3977.3321267624997,100,100,100,300,4277.3321267625,20000,12923.460000000001,55539.51500000001,-939.8321267624997,10269.98288415,38770.38,0.8241407466917923
1100,3900 e cherry creek north dr,80206,Denver,CO,39.725284,-104.94110400000001,SingleFamily,2.0,531693.0,01/08/2020,2375.0,2375.0,4750.0,18609.255,513083.745,0.0366,0.01,30,12,0.008,0.005,1564.90542225,704.2074400125,2269.1128622625,354.462,221.53875000000002,427.5697875,3272.6833997625004,100,100,100,300,3572.6833997625004,20000,10633.86,49243.115000000005,1177.3166002374996,8450.48928015,31901.579999999998,1.6851059987370822
1104,2905 n osceola st,80212,Denver,CO,39.760178,-105.038329,SingleFamily,3.0,828457.0,01/08/2020,3200.0,1600.0,4800.0,28995.995000000003,799461.005,0.0366,0.01,30,12,0.008,0.005,2438.35606525,1097.2602293625,3535.6162946125,552.3046666666667,345.19041666666664,666.2175041666667,5099.3288821125,100,100,100,300,5399.3288821125,20000,16569.14,65565.13500000001,-599.3288821124997,13167.12275235,49707.42,1.1421099974399505
1106,2520 s julian st,80219,Denver,CO,39.671817,-105.030579,SingleFamily,2.0,321862.0,01/08/2020,1900.0,1900.0,3800.0,11265.170000000002,310596.83,0.0366,0.01,30,12,0.008,0.005,947.3203315000001,426.29414917500003,1373.614480675,214.57466666666667,134.10916666666665,258.8306916666667,1981.1290056750001,100,100,100,300,2281.1290056750004,20000,6437.24,37702.41,1518.8709943249996,5115.5297901,19311.719999999998,1.7360614804729988
1108,1830 n cherry st,80220,Denver,CO,39.745514,-104.93344499999999,SingleFamily,5.0,1052364.0,01/08/2020,4117.0,1029.25,5146.25,36832.740000000005,1015531.26,0.0366,0.01,30,12,0.008,0.005,3097.370343,1393.8166543500001,4491.18699735,701.576,438.48499999999996,846.27605,6477.52404735,100,100,100,300,6777.52404735,20000,21047.28,77880.02,-1631.2740473499998,16725.7998522,63141.84,0.9327597923575264
1110,2860 n harrison st,80205,Denver,CO,39.757644,-104.94146699999999,SingleFamily,3.0,416999.0,01/08/2020,2200.0,1100.0,3300.0,14594.965000000002,402404.035,0.0366,0.01,30,12,0.008,0.005,1227.3323067499998,552.2995380374999,1779.6318447874996,277.99933333333337,173.74958333333333,335.3366958333333,2566.717457287499,100,100,100,300,2866.717457287499,20000,8339.98,42934.94500000001,433.2825427125008,6627.594456449999,25019.94,1.1656454892163015
1112,535 n vrain st,80204,Denver,CO,39.724667,-105.04661200000001,SingleFamily,2.0,327558.0,01/08/2020,1750.0,1750.0,3500.0,11464.53,316093.47,0.0366,0.01,30,12,0.008,0.005,964.0850835,433.838287575,1397.923371075,218.37199999999999,136.4825,263.411225,2016.1890960750002,100,100,100,300,2316.189096075,20000,6551.16,38015.69,1183.8109039249998,5206.0594509,19653.48,1.5800126289434704
1119,970 n lipan st,80204,Denver,CO,39.731732,-105.00126000000002,SingleFamily,2.0,392908.0,01/08/2020,1975.0,1975.0,3950.0,13751.78,379156.22,0.0366,0.01,30,12,0.008,0.005,1156.426471,520.39191195,1676.81838295,261.9386666666667,163.71166666666667,315.96351666666664,2418.43223295,100,100,100,300,2718.43223295,20000,7858.16,41609.94,1231.56776705,6244.7029434,23574.48,1.6413865568659793
1120,2067 n downing st,80205,Denver,CO,39.748235,-104.97372299999999,MultiFamily2To4,4.0,649667.0,01/08/2020,2750.0,916.6666666666666,3666.6666666666665,22738.345,626928.655,0.0366,0.01,30,12,0.008,0.005,1912.1323977500003,860.4595789875002,2772.5919767375008,433.11133333333333,270.69458333333336,522.4405458333334,3998.838439237501,100,100,100,300,4298.838439237501,20000,12993.34,55731.685,-632.1717725708345,10325.514947850002,38980.02,0.9459515476160463
1121,701 n niagara st,80220,Denver,CO,39.727022999999996,-104.910793,SingleFamily,5.0,784837.0,01/08/2020,3034.0,758.5,3792.5,27469.295000000002,757367.705,0.0366,0.01,30,12,0.008,0.005,2309.97150025,1039.4871751125002,3349.4586753625003,523.2246666666666,327.0154166666667,631.1397541666666,4830.8385128625005,100,100,100,300,5130.8385128625005,20000,15696.74,63166.034999999996,-1338.3385128625005,12473.846101350002,47090.22,0.8328210556036959
1122,1264 n uinta st,80220,Denver,CO,39.73682,-104.89250200000001,SingleFamily,3.0,394677.0,01/08/2020,2101.0,1050.5,3151.5,13813.695000000002,380863.305,0.0366,0.01,30,12,0.008,0.005,1161.63308025,522.7348861125,1684.3679663624998,263.118,164.44875,317.3860875,2429.3208038625,100,100,100,300,2729.3208038625,20000,7893.54,41707.235,422.1791961375002,6272.81863335,23680.62,1.141902333899622
1125,5557 n dillon st,80239,Denver,CO,39.79685,-104.82119399999999,SingleFamily,3.0,310786.0,01/08/2020,1875.0,937.5,2812.5,10877.51,299908.49,0.0366,0.01,30,12,0.008,0.005,914.7208945000001,411.62440252500005,1326.345297025,207.19066666666666,129.49416666666667,249.92374166666664,1912.953872025,100,100,100,300,2212.9538720250002,20000,6215.72,37093.23,599.5461279749998,4939.492830300001,18647.16,1.1331233857499063
1129,2010 w 47th ave,80211,Denver,CO,39.781107,-105.011531,SingleFamily,2.0,380959.0,01/08/2020,1975.0,1975.0,3950.0,13333.565,367625.435,0.0366,0.01,30,12,0.008,0.005,1121.25757675,504.56590953750003,1625.8234862875001,253.97266666666667,158.73291666666668,306.3545291666667,2344.8835987875,100,100,100,300,2644.8835987875,20000,7619.18,40952.745,1305.1164012125,6054.790914450001,22857.54,1.6671343454266618
1130,7746 e severn pl,80230,Denver,CO,39.727833000000004,-104.898191,SingleFamily,4.0,728362.0,01/08/2020,3000.0,1000.0,4000.0,25492.670000000002,702869.33,0.0366,0.01,30,12,0.008,0.005,2143.7514564999997,964.6881554249999,3108.4396119249996,485.57466666666664,303.4841666666667,585.7244416666666,4483.222886924999,100,100,100,300,4783.222886924999,20000,14567.24,60059.909999999996,-783.2228869249993,11576.257865099999,43701.72,0.9636928064327771
1132,1068 s corona st,80209,Denver,CO,39.697148,-104.974258,SingleFamily,2.0,676487.0,01/08/2020,2400.0,2400.0,4800.0,23677.045000000002,652809.955,0.0366,0.01,30,12,0.008,0.005,1991.07036275,895.9816632375,2887.0520259875,450.99133333333333,281.8695833333333,544.0082958333334,4163.9212384875,100,100,100,300,4463.9212384875,20000,13529.74,57206.784999999996,336.0787615125,10751.77995885,40589.22,1.471397931154495
1134,3035 n kearney st,80207,Denver,CO,39.760801,-104.91790900000001,SingleFamily,2.0,480892.0,01/08/2020,2350.0,2350.0,4700.0,16831.22,464060.77999999997,0.0366,0.01,30,12,0.008,0.005,1415.385379,636.9234205500001,2052.30879955,320.5946666666667,200.37166666666667,386.71731666666665,2959.9924495500004,100,100,100,300,3259.9924495500004,20000,9617.84,46449.06,1440.0075504499996,7643.0810466,28853.52,1.7648729953200344
1135,1142 n washington st,80203,Denver,CO,39.734541,-104.97839599999999,SingleFamily,5.0,1211029.0,01/08/2020,4770.0,1192.5,5962.5,42386.01500000001,1168642.9849999999,0.0366,0.01,30,12,0.008,0.005,3564.3611042499997,1603.9624969125,5168.3236011624995,807.3526666666667,504.5954166666667,973.8691541666666,7454.1408386625,100,100,100,300,7754.1408386625,20000,24220.58,86606.595,-1791.6408386624998,19247.54996295,72661.73999999999,0.9782118775019384
1138,15 n jackson st,80206,CO.,CO,39.716806,-104.94272600000001,Townhouse,2.0,504908.0,01/08/2020,2500.0,2500.0,5000.0,17671.780000000002,487236.22,0.0366,0.01,30,12,0.008,0.005,1486.070471,668.73171195,2154.80218295,336.60533333333336,210.37833333333333,406.0301833333333,3107.8160329499997,100,100,100,300,3407.8160329499997,20000,10098.16,47769.94,1592.1839670500003,8024.7805434,30294.48,1.8301356072040282
1139,3014 s forest st,80222,Denver,CO,39.663716,-104.926979,SingleFamily,3.0,379299.0,01/08/2020,2100.0,1050.0,3150.0,13275.465000000002,366023.535,0.0366,0.01,30,12,0.008,0.005,1116.3717817499999,502.36730178749997,1618.7390835375,252.866,158.04125000000002,305.0196125,2334.6659460375,100,100,100,300,2634.6659460375,20000,7585.9800000000005,40861.44500000001,515.3340539625001,6028.40762145,22757.94,1.1641868335542218
1143,2419 s cook st,80210,Denver,CO,39.672719,-104.948021,SingleFamily,4.0,1382340.0,01/08/2020,5401.0,1800.3333333333333,7201.333333333333,48381.9,1333958.0999999999,0.0366,0.01,30,12,0.008,0.005,4068.572205,1830.85749225,5899.42969725,921.56,575.975,1111.6317499999998,8508.59644725,100,100,100,300,8808.59644725,20000,27646.8,96028.7,-1607.263113916667,21970.289907,82940.4,1.1166196412114293
1146,1585 s vine st,80210,Denver,CO,39.687955,-104.963072,SingleFamily,4.0,999321.0,01/08/2020,3976.0,1325.3333333333333,5301.333333333333,34976.235,964344.765,0.0366,0.01,30,12,0.008,0.005,2941.25153325,1323.5631899625,4264.8147232125,666.214,416.38375,803.6206375,6151.0331107125,100,100,100,300,6451.0331107125,20000,19986.420000000002,74962.655,-1149.6997773791672,15882.75827955,59959.259999999995,1.0398460533581686
1149,4650 n wyandot st,80211,Denver,CO,39.781176,-105.013924,SingleFamily,3.0,391646.0,01/08/2020,2280.0,1140.0,3420.0,13707.61,377938.39,0.0366,0.01,30,12,0.008,0.005,1152.7120895,518.720440275,1671.4325297750001,261.0973333333333,163.18583333333333,314.94865833333336,2410.664354775,100,100,100,300,2710.664354775,20000,7832.92,41540.53,709.335645225,6224.6452833,23498.76,1.2497537471476652
1152,544 n lafayette st,80218,Denver,CO,39.724603,-104.97026299999999,SingleFamily,3.0,747307.0,01/08/2020,2895.0,1447.5,4342.5,26155.745000000003,721151.255,0.0366,0.01,30,12,0.008,0.005,2199.51132775,989.7800974875,3189.2914252375,498.2046666666667,311.37791666666664,600.9593791666667,4599.8333877375,100,100,100,300,4899.8333877375,20000,14946.14,61101.885,-557.3333877374998,11877.36116985,44838.42,1.103039300947917
1154,5530 n carson st,80239,Denver,CO,39.794553,-104.820311,SingleFamily,3.0,325108.0,01/08/2020,1795.0,897.5,2692.5,11378.78,313729.22,0.0366,0.01,30,12,0.008,0.005,956.874121,430.59335445,1387.46747545,216.73866666666666,135.46166666666667,261.44101666666666,2001.1088254499998,100,100,100,300,2301.10882545,20000,6502.16,37880.94,391.39117454999996,5167.1202534,19506.48,1.0596435660783494
